label,flattened_images
angry,[ 33  33  33 ... 120 120 120]
angry,[  0   0   0 ... 134 134 134]
angry,[ 1  1  1 ... 76 76 76]
angry,[ 34  34  34 ... 160 160 160]
angry,[73 73 73 ...  2  2  2]
angry,[183 183 183 ... 217 217 217]
angry,[136 136 136 ...  78  78  78]
angry,[41 41 41 ... 54 54 54]
angry,[33 33 33 ... 84 84 84]
angry,[  7   7   7 ... 136 136 136]
angry,[ 48  48  48 ... 253 253 253]
angry,[59 59 59 ... 41 41 41]
angry,[198 198 198 ... 243 243 243]
angry,[250 250 250 ...  92  92  92]
angry,[56 56 56 ... 39 39 39]
angry,[255 255 255 ...   7   7   7]
angry,[19 19 19 ...  0  0  0]
angry,[ 50  50  50 ... 172 172 172]
angry,[165 165 165 ... 255 255 255]
angry,[254 254 254 ...  88  88  88]
angry,[57 57 57 ... 50 50 50]
angry,[122 122 122 ... 160 160 160]
angry,[249 249 249 ... 165 165 165]
angry,[ 27  27  27 ... 113 113 113]
angry,[148 148 148 ...  95  95  95]
angry,[117 117 117 ...   3   3   3]
angry,[134 134 134 ...  74  74  74]
angry,[0 0 0 ... 0 0 0]
angry,[88 88 88 ... 61 61 61]
angry,[  6   6   6 ... 153 153 153]
angry,[255 255 255 ...  19  19  19]
angry,[ 51  51  51 ... 206 206 206]
angry,[84 84 84 ... 82 82 82]
angry,[27 27 27 ... 20 20 20]
angry,[166 166 166 ... 142 142 142]
angry,[75 75 75 ... 31 31 31]
angry,[253 253 253 ...  71  71  71]
angry,[231 231 231 ...  13  13  13]
angry,[55 55 55 ... 24 24 24]
angry,[108 108 108 ... 131 131 131]
angry,[180 180 180 ... 167 167 167]
angry,[187 187 187 ... 220 220 220]
angry,[62 62 62 ...  0  0  0]
angry,[114 114 114 ... 126 126 126]
angry,[255 255 255 ...  38  38  38]
angry,[ 10  10  10 ... 130 130 130]
angry,[158 158 158 ...  18  18  18]
angry,[193 193 193 ... 125 125 125]
angry,[230 230 230 ...  84  84  84]
angry,[200 200 200 ...  27  27  27]
angry,[ 1  1  1 ... 13 13 13]
angry,[125 125 125 ...  53  53  53]
angry,[180 180 180 ...  23  23  23]
angry,[21 21 21 ... 23 23 23]
angry,[183 183 183 ... 226 226 226]
angry,[238 238 238 ... 255 255 255]
angry,[249 249 249 ... 244 244 244]
angry,[255 255 255 ...  19  19  19]
angry,[ 38  38  38 ... 173 173 173]
angry,[215 215 215 ... 182 182 182]
angry,[  1   1   1 ... 219 219 219]
angry,[255 255 255 ... 240 240 240]
angry,[146 146 146 ...  36  36  36]
angry,[ 79  79  79 ... 249 249 249]
angry,[ 15  15  15 ... 254 254 254]
angry,[ 81  81  81 ... 170 170 170]
angry,[84 84 84 ... 85 85 85]
angry,[137 137 137 ... 198 198 198]
angry,[111 111 111 ...  42  42  42]
angry,[252 252 252 ... 254 254 254]
angry,[ 28  28  28 ... 143 143 143]
angry,[ 5  5  5 ... 25 25 25]
angry,[136 136 136 ... 255 255 255]
angry,[212 212 212 ...  32  32  32]
angry,[ 62  62  62 ... 138 138 138]
angry,[130 130 130 ...   2   2   2]
angry,[200 200 200 ... 146 146 146]
angry,[ 69  69  69 ... 248 248 248]
angry,[147 147 147 ... 134 134 134]
angry,[157 157 157 ... 184 184 184]
angry,[29 29 29 ... 34 34 34]
angry,[221 221 221 ...  51  51  51]
angry,[36 36 36 ... 84 84 84]
angry,[  1   1   1 ... 232 232 232]
angry,[126 126 126 ... 218 218 218]
angry,[89 89 89 ... 54 54 54]
angry,[120 120 120 ... 216 216 216]
angry,[ 17  17  17 ... 163 163 163]
angry,[ 35  35  35 ... 179 179 179]
angry,[ 0  0  0 ... 71 71 71]
angry,[48 48 48 ... 52 52 52]
angry,[79 79 79 ... 87 87 87]
angry,[223 223 223 ... 171 171 171]
angry,[218 218 218 ... 203 203 203]
angry,[ 97  97  97 ... 187 187 187]
angry,[64 64 64 ... 32 32 32]
angry,[104 104 104 ...  67  67  67]
angry,[189 189 189 ... 154 154 154]
angry,[28 28 28 ...  6  6  6]
angry,[158 158 158 ... 219 219 219]
angry,[ 42  42  42 ... 255 255 255]
angry,[155 155 155 ... 137 137 137]
angry,[255 255 255 ... 255 255 255]
angry,[255 255 255 ...  12  12  12]
angry,[34 34 34 ... 22 22 22]
angry,[83 83 83 ... 67 67 67]
angry,[ 61  61  61 ... 148 148 148]
angry,[243 243 243 ... 244 244 244]
angry,[0 0 0 ... 1 1 1]
angry,[154 154 154 ...  13  13  13]
angry,[223 223 223 ...  23  23  23]
angry,[254 254 254 ... 255 255 255]
angry,[180 180 180 ...  64  64  64]
angry,[ 84  84  84 ... 152 152 152]
angry,[255 255 255 ... 210 210 210]
angry,[120 120 120 ... 108 108 108]
angry,[ 87  87  87 ... 104 104 104]
angry,[84 84 84 ... 37 37 37]
angry,[ 44  44  44 ... 248 248 248]
angry,[51 51 51 ... 54 54 54]
angry,[134 134 134 ... 147 147 147]
angry,[206 206 206 ... 251 251 251]
angry,[94 94 94 ... 80 80 80]
angry,[205 205 205 ...  70  70  70]
angry,[149 149 149 ... 140 140 140]
angry,[53 53 53 ... 53 53 53]
angry,[ 6  6  6 ... 28 28 28]
angry,[148 148 148 ... 107 107 107]
angry,[81 81 81 ...  8  8  8]
angry,[34 34 34 ... 50 50 50]
angry,[168 168 168 ... 232 232 232]
angry,[138 138 138 ... 148 148 148]
angry,[12 12 12 ... 23 23 23]
angry,[20 20 20 ...  3  3  3]
angry,[128 128 128 ...  72  72  72]
angry,[ 77  77  77 ... 192 192 192]
angry,[118 118 118 ...  67  67  67]
angry,[87 87 87 ... 42 42 42]
angry,[96 96 96 ... 83 83 83]
angry,[52 52 52 ... 50 50 50]
angry,[226 226 226 ...  86  86  86]
angry,[44 44 44 ...  2  2  2]
angry,[255 255 255 ... 172 172 172]
angry,[59 59 59 ... 20 20 20]
angry,[108 108 108 ...  89  89  89]
angry,[98 98 98 ... 96 96 96]
angry,[86 86 86 ... 72 72 72]
angry,[255 255 255 ... 255 255 255]
angry,[253 253 253 ...  47  47  47]
angry,[ 67  67  67 ... 172 172 172]
angry,[255 255 255 ... 124 124 124]
angry,[254 254 254 ...  86  86  86]
angry,[255 255 255 ... 154 154 154]
angry,[ 21  21  21 ... 207 207 207]
angry,[ 68  68  68 ... 229 229 229]
angry,[17 17 17 ... 35 35 35]
angry,[192 192 192 ...  15  15  15]
angry,[45 45 45 ... 59 59 59]
angry,[122 122 122 ...  91  91  91]
angry,[158 158 158 ...  35  35  35]
angry,[92 92 92 ... 74 74 74]
angry,[140 140 140 ... 209 209 209]
angry,[255 255 255 ... 182 182 182]
angry,[ 40  40  40 ... 144 144 144]
angry,[255 255 255 ... 164 164 164]
angry,[179 179 179 ...  81  81  81]
angry,[111 111 111 ...  78  78  78]
angry,[77 77 77 ...  3  3  3]
angry,[ 66  66  66 ... 148 148 148]
angry,[118 118 118 ... 132 132 132]
angry,[140 140 140 ...  31  31  31]
angry,[5 5 5 ... 4 4 4]
angry,[ 2  2  2 ... 47 47 47]
angry,[6 6 6 ... 9 9 9]
angry,[254 254 254 ... 147 147 147]
angry,[255 255 255 ... 255 255 255]
angry,[46 46 46 ... 15 15 15]
angry,[167 167 167 ... 181 181 181]
angry,[178 178 178 ...  80  80  80]
angry,[255 255 255 ...  25  25  25]
angry,[243 243 243 ... 170 170 170]
angry,[ 64  64  64 ... 131 131 131]
angry,[42 42 42 ... 68 68 68]
angry,[167 167 167 ... 124 124 124]
angry,[14 14 14 ... 15 15 15]
angry,[38 38 38 ... 29 29 29]
angry,[222 222 222 ... 155 155 155]
angry,[230 230 230 ... 197 197 197]
angry,[126 126 126 ...  57  57  57]
angry,[23 23 23 ... 64 64 64]
angry,[193 193 193 ...  11  11  11]
angry,[29 29 29 ... 63 63 63]
angry,[249 249 249 ... 119 119 119]
angry,[215 215 215 ... 162 162 162]
angry,[175 175 175 ... 158 158 158]
angry,[46 46 46 ... 91 91 91]
angry,[91 91 91 ... 34 34 34]
angry,[14 14 14 ... 37 37 37]
angry,[254 254 254 ...   0   0   0]
angry,[214 214 214 ... 191 191 191]
angry,[213 213 213 ...  64  64  64]
angry,[ 1  1  1 ... 96 96 96]
angry,[251 251 251 ... 240 240 240]
angry,[46 46 46 ... 80 80 80]
angry,[ 55  55  55 ... 111 111 111]
angry,[22 22 22 ... 64 64 64]
angry,[239 239 239 ...  58  58  58]
angry,[52 52 52 ... 85 85 85]
angry,[47 47 47 ... 99 99 99]
angry,[255 255 255 ... 236 236 236]
angry,[106 106 106 ... 174 174 174]
angry,[ 66  66  66 ... 157 157 157]
angry,[10 10 10 ... 11 11 11]
angry,[255 255 255 ... 253 253 253]
angry,[ 17  17  17 ... 124 124 124]
angry,[116 116 116 ...   0   0   0]
angry,[138 138 138 ... 119 119 119]
angry,[ 14  14  14 ... 179 179 179]
angry,[ 36  36  36 ... 154 154 154]
angry,[39 39 39 ... 21 21 21]
angry,[168 168 168 ... 216 216 216]
angry,[34 34 34 ... 58 58 58]
angry,[119 119 119 ...  85  85  85]
angry,[223 223 223 ... 253 253 253]
angry,[235 235 235 ...  39  39  39]
angry,[159 159 159 ... 169 169 169]
angry,[  0   0   0 ... 167 167 167]
angry,[199 199 199 ... 210 210 210]
angry,[47 47 47 ... 83 83 83]
angry,[ 24  24  24 ... 166 166 166]
angry,[108 108 108 ... 124 124 124]
angry,[  3   3   3 ... 149 149 149]
angry,[ 57  57  57 ... 222 222 222]
angry,[18 18 18 ... 22 22 22]
angry,[112 112 112 ... 152 152 152]
angry,[210 210 210 ... 107 107 107]
angry,[ 4  4  4 ... 76 76 76]
angry,[255 255 255 ...  93  93  93]
angry,[ 20  20  20 ... 194 194 194]
angry,[ 74  74  74 ... 209 209 209]
angry,[45 45 45 ... 76 76 76]
angry,[253 253 253 ...  11  11  11]
angry,[233 233 233 ...   4   4   4]
angry,[18 18 18 ...  0  0  0]
angry,[128 128 128 ... 153 153 153]
angry,[207 207 207 ...  74  74  74]
angry,[175 175 175 ...  46  46  46]
angry,[65 65 65 ... 37 37 37]
angry,[ 18  18  18 ... 157 157 157]
angry,[190 190 190 ... 202 202 202]
angry,[255 255 255 ... 255 255 255]
angry,[160 160 160 ... 206 206 206]
angry,[ 30  30  30 ... 162 162 162]
angry,[ 56  56  56 ... 205 205 205]
angry,[102 102 102 ... 160 160 160]
angry,[158 158 158 ... 137 137 137]
angry,[56 56 56 ... 13 13 13]
angry,[ 14  14  14 ... 206 206 206]
angry,[ 0  0  0 ... 13 13 13]
angry,[ 44  44  44 ... 233 233 233]
angry,[100 100 100 ... 105 105 105]
angry,[246 246 246 ... 229 229 229]
angry,[255 255 255 ... 255 255 255]
angry,[41 41 41 ... 94 94 94]
angry,[237 237 237 ... 237 237 237]
angry,[254 254 254 ... 102 102 102]
angry,[ 99  99  99 ... 102 102 102]
angry,[209 209 209 ...  64  64  64]
angry,[ 27  27  27 ... 181 181 181]
angry,[130 130 130 ... 155 155 155]
angry,[ 39  39  39 ... 175 175 175]
angry,[252 252 252 ... 122 122 122]
angry,[249 249 249 ...  21  21  21]
angry,[11 11 11 ...  1  1  1]
angry,[36 36 36 ... 30 30 30]
angry,[46 46 46 ... 16 16 16]
angry,[ 23  23  23 ... 177 177 177]
angry,[40 40 40 ... 80 80 80]
angry,[233 233 233 ...  22  22  22]
angry,[ 93  93  93 ... 162 162 162]
angry,[ 52  52  52 ... 133 133 133]
angry,[ 77  77  77 ... 143 143 143]
angry,[141 141 141 ...  49  49  49]
angry,[ 21  21  21 ... 193 193 193]
angry,[ 88  88  88 ... 133 133 133]
angry,[236 236 236 ...   3   3   3]
angry,[255 255 255 ...  38  38  38]
angry,[ 39  39  39 ... 128 128 128]
angry,[ 84  84  84 ... 232 232 232]
angry,[218 218 218 ...   4   4   4]
angry,[56 56 56 ... 43 43 43]
angry,[255 255 255 ... 183 183 183]
angry,[253 253 253 ...  60  60  60]
angry,[21 21 21 ... 14 14 14]
angry,[63 63 63 ... 46 46 46]
angry,[49 49 49 ... 73 73 73]
angry,[117 117 117 ...  97  97  97]
angry,[146 146 146 ...  80  80  80]
angry,[253 253 253 ... 160 160 160]
angry,[ 83  83  83 ... 206 206 206]
angry,[84 84 84 ... 41 41 41]
angry,[168 168 168 ...  56  56  56]
angry,[88 88 88 ... 34 34 34]
angry,[254 254 254 ... 126 126 126]
angry,[39 39 39 ... 11 11 11]
angry,[45 45 45 ... 59 59 59]
angry,[152 152 152 ...  18  18  18]
angry,[249 249 249 ...  61  61  61]
angry,[35 35 35 ... 27 27 27]
angry,[66 66 66 ... 33 33 33]
angry,[ 50  50  50 ... 157 157 157]
angry,[192 192 192 ... 183 183 183]
angry,[123 123 123 ... 255 255 255]
angry,[ 68  68  68 ... 140 140 140]
angry,[107 107 107 ... 202 202 202]
angry,[39 39 39 ... 91 91 91]
angry,[ 48  48  48 ... 125 125 125]
angry,[175 175 175 ...  21  21  21]
angry,[88 88 88 ... 61 61 61]
angry,[54 54 54 ... 20 20 20]
angry,[225 225 225 ... 255 255 255]
angry,[100 100 100 ... 164 164 164]
angry,[245 245 245 ...  34  34  34]
angry,[210 210 210 ... 192 192 192]
angry,[ 30  30  30 ... 217 217 217]
angry,[20 20 20 ... 17 17 17]
angry,[159 159 159 ...   8   8   8]
angry,[ 6  6  6 ... 63 63 63]
angry,[84 84 84 ... 10 10 10]
angry,[ 55  55  55 ... 171 171 171]
angry,[ 5  5  5 ... 96 96 96]
angry,[176 176 176 ...  28  28  28]
angry,[ 73  73  73 ... 209 209 209]
angry,[241 241 241 ... 202 202 202]
angry,[255 255 255 ... 197 197 197]
angry,[251 251 251 ... 147 147 147]
angry,[ 89  89  89 ... 165 165 165]
angry,[221 221 221 ... 227 227 227]
angry,[137 137 137 ... 185 185 185]
angry,[168 168 168 ... 218 218 218]
angry,[255 255 255 ... 102 102 102]
angry,[244 244 244 ... 100 100 100]
angry,[193 193 193 ...  95  95  95]
angry,[ 18  18  18 ... 192 192 192]
angry,[255 255 255 ... 255 255 255]
angry,[255 255 255 ... 254 254 254]
angry,[ 19  19  19 ... 143 143 143]
angry,[115 115 115 ...  79  79  79]
angry,[255 255 255 ... 254 254 254]
angry,[247 247 247 ... 253 253 253]
angry,[ 36  36  36 ... 158 158 158]
angry,[213 213 213 ...  46  46  46]
angry,[153 153 153 ... 223 223 223]
angry,[239 239 239 ...  50  50  50]
angry,[170 170 170 ... 156 156 156]
angry,[  7   7   7 ... 204 204 204]
angry,[ 25  25  25 ... 175 175 175]
angry,[ 62  62  62 ... 165 165 165]
angry,[177 177 177 ... 113 113 113]
angry,[112 112 112 ...  59  59  59]
angry,[72 72 72 ... 61 61 61]
angry,[109 109 109 ...  79  79  79]
angry,[150 150 150 ... 101 101 101]
angry,[238 238 238 ... 137 137 137]
angry,[68 68 68 ... 48 48 48]
angry,[184 184 184 ...  79  79  79]
angry,[ 88  88  88 ... 184 184 184]
angry,[83 83 83 ... 81 81 81]
angry,[  6   6   6 ... 155 155 155]
angry,[38 38 38 ... 55 55 55]
angry,[52 52 52 ... 12 12 12]
angry,[197 197 197 ...  15  15  15]
angry,[117 117 117 ...  66  66  66]
angry,[ 68  68  68 ... 113 113 113]
angry,[122 122 122 ... 212 212 212]
angry,[230 230 230 ... 230 230 230]
angry,[181 181 181 ... 179 179 179]
angry,[247 247 247 ... 233 233 233]
angry,[44 44 44 ... 49 49 49]
angry,[76 76 76 ... 84 84 84]
angry,[74 74 74 ... 78 78 78]
angry,[ 66  66  66 ... 123 123 123]
angry,[31 31 31 ... 26 26 26]
angry,[ 41  41  41 ... 102 102 102]
angry,[228 228 228 ... 194 194 194]
angry,[ 20  20  20 ... 200 200 200]
angry,[47 47 47 ... 51 51 51]
angry,[110 110 110 ...  58  58  58]
angry,[  0   0   0 ... 205 205 205]
angry,[62 62 62 ...  1  1  1]
angry,[140 140 140 ... 153 153 153]
angry,[150 150 150 ...  77  77  77]
angry,[ 59  59  59 ... 150 150 150]
angry,[253 253 253 ... 101 101 101]
angry,[ 62  62  62 ... 246 246 246]
angry,[11 11 11 ... 34 34 34]
angry,[227 227 227 ... 164 164 164]
angry,[ 84  84  84 ... 243 243 243]
angry,[165 165 165 ...   5   5   5]
angry,[202 202 202 ...  18  18  18]
angry,[76 76 76 ... 35 35 35]
angry,[211 211 211 ...  26  26  26]
angry,[31 31 31 ... 31 31 31]
angry,[ 93  93  93 ... 223 223 223]
angry,[181 181 181 ... 243 243 243]
angry,[ 40  40  40 ... 207 207 207]
angry,[ 68  68  68 ... 119 119 119]
angry,[19 19 19 ... 19 19 19]
angry,[109 109 109 ...   6   6   6]
angry,[214 214 214 ... 150 150 150]
angry,[101 101 101 ...  60  60  60]
angry,[89 89 89 ... 99 99 99]
angry,[ 12  12  12 ... 203 203 203]
angry,[142 142 142 ... 245 245 245]
angry,[255 255 255 ...  63  63  63]
angry,[139 139 139 ... 123 123 123]
angry,[120 120 120 ... 216 216 216]
angry,[ 19  19  19 ... 202 202 202]
angry,[151 151 151 ... 228 228 228]
angry,[255 255 255 ...  31  31  31]
angry,[137 137 137 ... 182 182 182]
angry,[ 50  50  50 ... 218 218 218]
angry,[239 239 239 ...   8   8   8]
angry,[1 1 1 ... 1 1 1]
angry,[ 10  10  10 ... 165 165 165]
angry,[132 132 132 ... 244 244 244]
angry,[173 173 173 ... 254 254 254]
angry,[177 177 177 ... 141 141 141]
angry,[254 254 254 ... 254 254 254]
angry,[168 168 168 ... 128 128 128]
angry,[255 255 255 ... 206 206 206]
angry,[ 63  63  63 ... 126 126 126]
angry,[ 33  33  33 ... 160 160 160]
angry,[46 46 46 ... 40 40 40]
angry,[10 10 10 ... 99 99 99]
angry,[ 42  42  42 ... 144 144 144]
angry,[37 37 37 ... 53 53 53]
angry,[255 255 255 ... 109 109 109]
angry,[171 171 171 ...  53  53  53]
angry,[26 26 26 ...  0  0  0]
angry,[114 114 114 ... 129 129 129]
angry,[ 71  71  71 ... 126 126 126]
angry,[21 21 21 ... 61 61 61]
angry,[148 148 148 ... 244 244 244]
angry,[20 20 20 ...  6  6  6]
angry,[124 124 124 ... 137 137 137]
angry,[184 184 184 ... 148 148 148]
angry,[30 30 30 ... 28 28 28]
angry,[254 254 254 ... 172 172 172]
angry,[29 29 29 ... 43 43 43]
angry,[ 19  19  19 ... 165 165 165]
angry,[ 31  31  31 ... 147 147 147]
angry,[169 169 169 ...  59  59  59]
angry,[ 53  53  53 ... 254 254 254]
angry,[255 255 255 ...  44  44  44]
angry,[ 76  76  76 ... 232 232 232]
angry,[  3   3   3 ... 198 198 198]
angry,[133 133 133 ... 224 224 224]
angry,[21 21 21 ... 36 36 36]
angry,[227 227 227 ...  50  50  50]
angry,[23 23 23 ... 49 49 49]
angry,[238 238 238 ...  32  32  32]
angry,[39 39 39 ... 56 56 56]
angry,[ 90  90  90 ... 105 105 105]
angry,[217 217 217 ... 220 220 220]
angry,[  1   1   1 ... 183 183 183]
angry,[  6   6   6 ... 134 134 134]
angry,[ 71  71  71 ... 180 180 180]
angry,[ 46  46  46 ... 255 255 255]
angry,[56 56 56 ... 44 44 44]
angry,[230 230 230 ... 165 165 165]
angry,[ 49  49  49 ... 254 254 254]
angry,[ 63  63  63 ... 136 136 136]
angry,[254 254 254 ...  19  19  19]
angry,[10 10 10 ... 55 55 55]
angry,[ 26  26  26 ... 170 170 170]
angry,[ 71  71  71 ... 218 218 218]
angry,[166 166 166 ...  22  22  22]
angry,[ 52  52  52 ... 248 248 248]
angry,[ 58  58  58 ... 202 202 202]
angry,[178 178 178 ...  61  61  61]
angry,[26 26 26 ... 28 28 28]
angry,[236 236 236 ...  54  54  54]
angry,[63 63 63 ... 70 70 70]
angry,[175 175 175 ... 227 227 227]
angry,[166 166 166 ... 133 133 133]
angry,[124 124 124 ... 116 116 116]
angry,[ 27  27  27 ... 203 203 203]
angry,[67 67 67 ... 11 11 11]
angry,[219 219 219 ... 205 205 205]
angry,[ 7  7  7 ... 89 89 89]
angry,[153 153 153 ... 143 143 143]
angry,[ 96  96  96 ... 129 129 129]
angry,[118 118 118 ...  86  86  86]
angry,[13 13 13 ...  2  2  2]
angry,[ 84  84  84 ... 183 183 183]
angry,[24 24 24 ... 82 82 82]
angry,[245 245 245 ... 197 197 197]
angry,[204 204 204 ... 228 228 228]
angry,[132 132 132 ...  85  85  85]
angry,[254 254 254 ... 187 187 187]
angry,[ 14  14  14 ... 167 167 167]
angry,[158 158 158 ...  50  50  50]
angry,[255 255 255 ...  28  28  28]
angry,[112 112 112 ...  59  59  59]
angry,[52 52 52 ... 90 90 90]
angry,[ 45  45  45 ... 254 254 254]
angry,[160 160 160 ... 100 100 100]
angry,[124 124 124 ... 105 105 105]
angry,[238 238 238 ...  24  24  24]
angry,[177 177 177 ...  18  18  18]
angry,[150 150 150 ...  46  46  46]
angry,[86 86 86 ... 53 53 53]
angry,[192 192 192 ...  62  62  62]
angry,[235 235 235 ... 177 177 177]
angry,[ 92  92  92 ... 138 138 138]
angry,[255 255 255 ...  93  93  93]
angry,[ 66  66  66 ... 166 166 166]
angry,[238 238 238 ...  43  43  43]
angry,[  5   5   5 ... 161 161 161]
angry,[170 170 170 ...  14  14  14]
angry,[255 255 255 ... 255 255 255]
angry,[ 55  55  55 ... 201 201 201]
angry,[ 18  18  18 ... 238 238 238]
angry,[  3   3   3 ... 192 192 192]
angry,[233 233 233 ...  54  54  54]
angry,[59 59 59 ...  7  7  7]
angry,[ 2  2  2 ... 35 35 35]
angry,[254 254 254 ... 223 223 223]
angry,[ 10  10  10 ... 163 163 163]
angry,[243 243 243 ... 222 222 222]
angry,[1 1 1 ... 0 0 0]
angry,[36 36 36 ... 63 63 63]
angry,[43 43 43 ... 59 59 59]
angry,[ 34  34  34 ... 100 100 100]
angry,[82 82 82 ... 32 32 32]
angry,[39 39 39 ... 51 51 51]
angry,[ 70  70  70 ... 172 172 172]
angry,[150 150 150 ... 214 214 214]
angry,[ 82  82  82 ... 123 123 123]
angry,[235 235 235 ...  15  15  15]
angry,[ 84  84  84 ... 104 104 104]
angry,[35 35 35 ... 29 29 29]
angry,[176 176 176 ... 102 102 102]
angry,[223 223 223 ... 186 186 186]
angry,[202 202 202 ... 173 173 173]
angry,[131 131 131 ...  73  73  73]
angry,[254 254 254 ... 201 201 201]
angry,[  7   7   7 ... 156 156 156]
angry,[159 159 159 ...  68  68  68]
angry,[ 5  5  5 ... 39 39 39]
angry,[26 26 26 ... 82 82 82]
angry,[253 253 253 ... 170 170 170]
angry,[57 57 57 ... 85 85 85]
angry,[255 255 255 ... 238 238 238]
angry,[253 253 253 ...  61  61  61]
angry,[  7   7   7 ... 122 122 122]
angry,[18 18 18 ... 11 11 11]
angry,[201 201 201 ... 125 125 125]
angry,[19 19 19 ... 82 82 82]
angry,[14 14 14 ... 36 36 36]
angry,[ 23  23  23 ... 167 167 167]
angry,[ 64  64  64 ... 177 177 177]
angry,[90 90 90 ... 18 18 18]
angry,[ 59  59  59 ... 111 111 111]
angry,[ 25  25  25 ... 104 104 104]
angry,[254 254 254 ...  12  12  12]
angry,[101 101 101 ... 156 156 156]
angry,[116 116 116 ...  71  71  71]
angry,[ 33  33  33 ... 165 165 165]
angry,[113 113 113 ... 118 118 118]
angry,[176 176 176 ...   0   0   0]
angry,[142 142 142 ... 104 104 104]
angry,[255 255 255 ... 235 235 235]
angry,[0 0 0 ... 2 2 2]
angry,[ 59  59  59 ... 147 147 147]
angry,[93 93 93 ... 84 84 84]
angry,[201 201 201 ...  31  31  31]
angry,[141 141 141 ...  11  11  11]
angry,[41 41 41 ... 24 24 24]
angry,[ 38  38  38 ... 105 105 105]
angry,[50 50 50 ... 54 54 54]
angry,[38 38 38 ... 11 11 11]
angry,[95 95 95 ... 34 34 34]
angry,[63 63 63 ...  8  8  8]
angry,[93 93 93 ... 37 37 37]
angry,[232 232 232 ... 190 190 190]
angry,[254 254 254 ...  18  18  18]
angry,[ 18  18  18 ... 192 192 192]
angry,[138 138 138 ...  41  41  41]
angry,[ 17  17  17 ... 254 254 254]
angry,[253 253 253 ... 178 178 178]
angry,[94 94 94 ... 71 71 71]
angry,[234 234 234 ...  48  48  48]
angry,[149 149 149 ...  39  39  39]
angry,[137 137 137 ... 135 135 135]
